CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0198/0059,M,19,II,CIV:B;HIST:B;GEO:C;B-KNOWL:E;KISW:B+;ENGL:B+;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0198
S0198/0060,M,21,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:B;ENGL:B+;PHY:B;CHEM:C;BIO:B;B-MATH:B+,s0198
S0198/0061,M,26,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:B;PHY:C;BIO:B;COMP;STUD:D;B-MATH:C,s0198
S0198/0062,M,10,I,CIV:B+;HIST:B;GEO:B+;B-KNOWL:A;KISW:B+;ENGL:A;PHY:B+;CHEM:B+;BIO:A;B-MATH:A,s0198
S0198/0063,M,19,II,CIV:B;HIST:B;GEO:C;B-KNOWL:B+;KISW:B;ENGL:B+;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0198
S0198/0064,M,19,II,CIV:B;HIST:B;GEO:C;B-KNOWL:B;KISW:B+;ENGL:B;PHY:B;CHEM:B;BIO:B+;B-MATH:C,s0198
S0198/0065,M,21,II,CIV:D;HIST:D;GEO:C;B-KNOWL:B;KISW:D;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B+,s0198
S0198/0066,M,23,II,CIV:B;HIST:B;GEO:C;B-KNOWL:C;KISW:B;ENGL:B;BIO:B;B-MATH:D,s0198
S0198/0067,M,27,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:B;ENGL:B;CHEM:C;BIO:C;B-MATH:C,s0198
S0198/0068,M,28,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:B+;BIO:C;COMP;STUD:D;B-MATH:D,s0198
S0198/0069,M,17,I,CIV:B;HIST:B;GEO:C;B-KNOWL:B+;KISW:B;ENGL:A;PHY:B;CHEM:C;BIO:B+;B-MATH:C,s0198
S0198/0070,M,26,III,CIV:C;HIST:D;GEO:C;B-KNOWL:C;KISW:B;ENGL:B+;PHY:D;BIO:C;B-MATH:D,s0198
S0198/0071,M,29,III,CIV:D;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:B;BIO:C;COMP;STUD:D;B-MATH:E,s0198
S0198/0072,M,26,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0198
S0198/0073,M,13,I,CIV:B;HIST:C;GEO:B;B-KNOWL:B+;KISW:B+;ENGL:A;PHY:B+;CHEM:B+;BIO:B+;B-MATH:B+,s0198
S0198/0074,M,24,II,CIV:B;HIST:C;GEO:D;B-KNOWL:B;KISW:B;ENGL:B+;PHY:D;BIO:C;B-MATH:D,s0198
S0199/0001,F,37,IV,CIV:D;HIST:E;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:E;PHY:E;CHEM:E;BIO:E;B-MATH:E,s0199
S0199/0002,F,35,IV,CIV:D;HIST:E;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:E;B-MATH:E,s0199
S0199/0003,F,33,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0199
S0199/0004,F,42,IV,CIV:F;HIST:E;GEO:E;E-D-KIISLAMU:D;KISW:D;ENGL:F;BIO:E;B-MATH:F,s0199
S0199/0005,F,43,0,CIV:E;HIST:E;GEO:F;E-D-KIISLAMU:E;KISW:D;ENGL:F;BIO:E;B-MATH:F,s0199
S0199/0006,F,31,III,CIV:D;HIST:E;GEO:D;E-D-KIISLAMU:B;KISW:C;ENGL:D;ARABIC;LANGUAGE:D;B-MATH:D;COMM:D;B-KEEPING:C,s0199
S0199/0007,F,45,0,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:E;KISW:D;ENGL:F;BIO:E;B-MATH:F,s0199
S0199/0008,F,37,IV,CIV:E;HIST:E;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:E;BIO:D;B-MATH:F,s0199
S0199/0009,F,36,IV,CIV:D;HIST:D;GEO:E;E-D-KIISLAMU:C;KISW:C;ENGL:E;PHY:E;CHEM:E;BIO:E;B-MATH:F,s0199
S0199/0010,F,33,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:B;ENGL:D;CHEM:E;BIO:E;B-MATH:F,s0199
S0199/0011,F,35,IV,CIV:D;HIST:E;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:E;B-MATH:F,s0199
S0199/0012,F,38,IV,CIV:D;HIST:E;GEO:E;E-D-KIISLAMU:D;KISW:B;ENGL:F;BIO:E;B-MATH:F,s0199
S0199/0013,M,29,III,CIV:C;HIST:C;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0199
S0199/0014,M,33,IV,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:D;BIO:D;B-MATH:E,s0199
S0199/0015,M,26,III,CIV:C;HIST:B;GEO:C;E-D-KIISLAMU:C;KISW:B;ENGL:C;PHY:E;BIO:C;B-MATH:D,s0199
S0199/0016,M,28,III,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:B;KISW:C;ENGL:C;ARABIC;LANGUAGE:B+;BIO:X;B-MATH:F,s0199
S0199/0017,M,38,IV,CIV:D;HIST:E;GEO:D;E-D-KIISLAMU:F;KISW:C;ENGL:D;BIO:E;B-MATH:F,s0199
S0199/0018,M,34,IV,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:E;BIO:E;B-MATH:F,s0199
S0199/0019,M,25,III,CIV:C;HIST:C;GEO:C;E-D-KIISLAMU:B;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:C,s0199
S0199/0020,M,27,III,CIV:C;HIST:D;GEO:C;E-D-KIISLAMU:C;KISW:B;ENGL:D;PHY:D;CHEM:C;BIO:B;B-MATH:D,s0199
S0199/0021,M,39,IV,CIV:E;HIST:E;GEO:E;E-D-KIISLAMU:D;KISW:D;ENGL:C;BIO:X;B-MATH:F,s0199
S0199/0022,M,35,IV,CIV:E;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:B;ENGL:D;BIO:E;B-MATH:F,s0199
S0199/0023,M,43,IV,CIV:F;HIST:E;GEO:E;E-D-KIISLAMU:D;KISW:D;ENGL:F;BIO:X;B-MATH:F,s0199
S0199/0024,M,35,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:E;BIO:D;B-MATH:F,s0199
S0199/0025,M,30,III,CIV:D;HIST:D;GEO:C;E-D-KIISLAMU:C;KISW:B;ENGL:C;BIO:D;B-MATH:E,s0199
S0199/0026,M,39,IV,CIV:E;HIST:E;GEO:E;E-D-KIISLAMU:D;KISW:C;ENGL:E;PHY:E;CHEM:E;BIO:F;B-MATH:F,s0199
S0199/0027,M,35,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:X;B-MATH:F,s0199
S0199/0028,M,37,IV,CIV:D;HIST:E;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:E;BIO:E;B-MATH:F,s0199
S0199/0029,M,31,III,CIV:D;HIST:C;GEO:C;E-D-KIISLAMU:B;KISW:C;ENGL:D;BIO:E;B-MATH:F,s0199
S0199/0030,M,25,III,CIV:D;HIST:D;GEO:C;E-D-KIISLAMU:B;KISW:B+;ENGL:B+;PHY:D;CHEM:D;BIO:C;B-MATH:E,s0199
S0199/0031,M,23,II,CIV:B;HIST:C;GEO:C;E-D-KIISLAMU:B+;KISW:B;ENGL:B;BIO:C;B-MATH:F,s0199
S0199/0032,M,27,III,CIV:C;HIST:C;GEO:D;E-D-KIISLAMU:B;KISW:B;ENGL:B;BIO:D;B-MATH:F,s0199
S0199/0033,M,32,IV,CIV:D;HIST:D;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:D;B-MATH:E,s0199
S0199/0034,M,36,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:E;KISW:C;ENGL:D;BIO:E;B-MATH:F,s0199
S0203/0001,F,33,IV,CIV:D;HIST:D;GEO:E;KISW:B+;ENGL:C;BIO:D;B-MATH:F;COMM:F;B-KEEPING:E,s0203
S0203/0002,F,38,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:C;BIO:E;B-MATH:F;COMM:F;B-KEEPING:E,s0203
S0203/0003,F,23,II,CIV:B;HIST:C;GEO:C;KISW:B+;ENGL:B;BIO:C;B-MATH:D;COMM:C;B-KEEPING:B,s0203
S0203/0004,F,32,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F;COMM:D;B-KEEPING:C,s0203
S0203/0005,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0006,F,38,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:E;BIO:E;B-MATH:C,s0203
S0203/0007,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0008,F,34,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F;COMM:E;B-KEEPING:D,s0203
S0203/0009,F,42,IV,CIV:F;HIST:E;GEO:E;KISW:C;ENGL:E;BIO:E;B-MATH:F,s0203
S0203/0010,F,27,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:E;FOOD:B+,s0203
S0203/0011,F,21,II,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B+;PHY:D;CHEM:D;BIO:B;B-MATH:E;FOOD:B+,s0203
S0203/0012,F,21,II,CIV:D;HIST:C;GEO:B;KISW:B+;ENGL:B;BIO:B;B-MATH:B;COMM:C;B-KEEPING:B,s0203
S0203/0013,F,27,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:E;FOOD:B,s0203
S0203/0014,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0015,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0016,F,18,II,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B+;PHY:B;CHEM:C;BIO:B;B-MATH:B+;FOOD:B+,s0203
S0203/0017,F,23,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B+;B-MATH:D,s0203
S0203/0018,F,41,0,CIV:E;HIST:E;GEO:E;KISW:D;ENGL:E;BIO:E;B-MATH:E;COMM:F;B-KEEPING:E,s0203
S0203/0019,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0020,F,32,IV,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;BIO:D;B-MATH:F;COMM:D;B-KEEPING:E,s0203
S0203/0021,F,19,II,CIV:B;HIST:B;GEO:C;KISW:B+;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C;FOOD:B+,s0203
S0203/0022,F,47,0,CIV:E;HIST:F;GEO:F;KISW:E;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0023,F,19,II,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B+;B-MATH:B;FOOD:B+,s0203
S0203/0024,F,18,II,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B+;PHY:C;CHEM:B;BIO:B+;B-MATH:B+,s0203
S0203/0025,F,46,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:E;BIO:F;B-MATH:F,s0203
S0203/0026,F,39,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:E;B-MATH:F;COMM:E;B-KEEPING:F,s0203
S0203/0027,F,45,0,CIV:F;HIST:E;GEO:F;KISW:D;ENGL:E;BIO:F;B-MATH:F,s0203
S0203/0028,F,32,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:B;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0203
S0203/0029,F,14,I,CIV:B;HIST:B;GEO:B+;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:B+;FOOD:B+,s0203
S0203/0030,F,31,III,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:E;CHEM:D;BIO:C;B-MATH:E,s0203
S0203/0031,F,13,I,CIV:C;HIST:B;GEO:B+;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:A,s0203
S0203/0032,F,37,IV,CIV:E;HIST:E;GEO:E;KISW:B;ENGL:C;BIO:E;B-MATH:F;COMM:E;B-KEEPING:E,s0203
S0203/0033,F,35,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:E,s0203
S0203/0034,F,38,IV,CIV:D;HIST:E;GEO:E;KISW:C;ENGL:E;BIO:C;B-MATH:F,s0203
S0203/0035,F,20,II,CIV:C;HIST:D;GEO:C;KISW:B+;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B+;FOOD:B+,s0203
S0203/0036,F,20,II,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:B+;PHY:C;CHEM:B;BIO:B;B-MATH:C;FOOD:B+,s0203
S0203/0037,F,15,I,CIV:B;HIST:C;GEO:B;KISW:B+;ENGL:B;PHY:B;CHEM:B+;BIO:B+;B-MATH:A;FOOD:B+,s0203
S0203/0038,F,47,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0039,F,24,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:B;B-MATH:D;FOOD:B+,s0203
S0203/0040,F,18,II,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:C;FOOD:B+,s0203
S0203/0041,F,22,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B+;B-MATH:C;FOOD:B,s0203
S0203/0042,F,18,II,CIV:B;HIST:C;GEO:B;KISW:B;ENGL:B+;PHY:C;CHEM:B;BIO:B+;B-MATH:B;FOOD:B+,s0203
S0203/0043,F,32,IV,CIV:D;HIST:C;GEO:D;KISW:B+;ENGL:C;BIO:D;B-MATH:F,s0203
S0203/0044,F,21,II,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B+;PHY:C;CHEM:C;BIO:B;B-MATH:B;FOOD:B,s0203
S0203/0045,F,35,IV,CIV:E;HIST:E;GEO:E;KISW:B;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:E,s0203
S0203/0046,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0047,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0048,F,19,II,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:B+;PHY:C;CHEM:B;BIO:B+;B-MATH:B;FOOD:B,s0203
S0203/0049,F,44,0,CIV:E;HIST:E;GEO:F;KISW:E;ENGL:E;BIO:E;B-MATH:F,s0203
S0203/0050,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0051,F,28,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0203
S0203/0052,F,21,II,CIV:B;HIST:B;GEO:D;KISW:B+;ENGL:B+;PHY:E;CHEM:D;BIO:B;B-MATH:E;FOOD:B,s0203
S0203/0053,F,36,IV,CIV:D;HIST:D;GEO:E;KISW:D;ENGL:B;BIO:D;B-MATH:F,s0203
S0203/0054,F,9,I,CIV:B;HIST:B+;GEO:B+;KISW:B+;ENGL:A;PHY:A;CHEM:A;BIO:A;B-MATH:A;FOOD:B+,s0203
S0203/0055,F,27,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;BIO:C;B-MATH:E;COMM:D;B-KEEPING:C,s0203
S0203/0056,F,27,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:E;FOOD:B,s0203
S0203/0057,F,21,II,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B;FOOD:B,s0203
S0203/0058,F,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0059,F,26,III,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;BIO:C;B-MATH:C;COMM:C;B-KEEPING:C,s0203
S0203/0060,F,42,IV,CIV:F;HIST:E;GEO:F;KISW:C;ENGL:D;BIO:E;B-MATH:F,s0203
S0203/0061,F,37,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:E;B-MATH:F;COMM:D;B-KEEPING:D,s0203
S0203/0062,F,33,IV,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;BIO:E;B-MATH:F,s0203
S0203/0063,F,26,III,CIV:C;HIST:D;GEO:C;KISW:B+;ENGL:B;BIO:D;B-MATH:D;COMM:D;B-KEEPING:B,s0203
S0203/0064,F,41,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:E;BIO:E;B-MATH:F,s0203
S0203/0065,F,16,I,CIV:B;HIST:C;GEO:B;KISW:B+;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:B+;FOOD:B+,s0203
S0203/0066,F,33,IV,CIV:D;HIST:C;GEO:D;KISW:B;ENGL:D;BIO:D;B-MATH:E,s0203
S0203/0067,F,31,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:B;BIO:D;B-MATH:F,s0203
S0203/0068,F,44,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:E;BIO:F;B-MATH:F;COMM:E;B-KEEPING:E,s0203
S0203/0069,F,13,I,CIV:B;HIST:B+;GEO:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:A;FOOD:B+,s0203
S0203/0070,F,26,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:D;FOOD:B,s0203
S0203/0071,F,18,II,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B+;PHY:C;CHEM:B;BIO:B+;B-MATH:B;FOOD:B+,s0203
S0203/0072,F,48,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0073,F,12,I,CIV:B+;HIST:B;GEO:B+;KISW:B+;ENGL:A;PHY:B+;CHEM:B+;BIO:A;B-MATH:B+;FOOD:B+,s0203
S0203/0074,F,17,I,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:B+;BIO:B+;B-MATH:B+;COMM:B;B-KEEPING:B+,s0203
S0203/0075,F,47,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0203
S0203/0076,F,32,IV,CIV:C;HIST:E;GEO:D;KISW:C;ENGL:B;BIO:C;B-MATH:F;COMM:E;B-KEEPING:E,s0203
S0203/0077,F,39,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:F;B-MATH:F;COMM:E;B-KEEPING:E,s0203
S0203/0078,F,44,IV,CIV:E;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0203
S0203/0079,F,23,II,CIV:B;HIST:D;GEO:C;KISW:C;ENGL:B+;BIO:B;B-MATH:F;FOOD:B+,s0203
S0203/0080,F,31,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:E;CHEM:D;BIO:C;B-MATH:E,s0203
S0203/0081,F,19,II,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:B,s0203
S0203/0082,F,35,IV,CIV:E;HIST:E;GEO:E;KISW:B;ENGL:D;BIO:D;B-MATH:E;COMM:F;B-KEEPING:C,s0203
S0203/0083,F,26,III,CIV:B;HIST:C;GEO:D;KISW:B;ENGL:B+;BIO:C;B-MATH:F;COMM:E;B-KEEPING:D,s0203
S0203/0084,F,33,IV,CIV:D;HIST:E;GEO:E;KISW:D;ENGL:B+;PHY:E;CHEM:C;BIO:D;B-MATH:F,s0203
S0203/0085,F,18,II,CIV:B;HIST:D;GEO:C;KISW:B;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:C;FOOD:B+,s0203
S0203/0086,F,23,II,CIV:B;HIST:C;GEO:D;KISW:B;ENGL:B;PHY:D;CHEM:D;BIO:B;B-MATH:E;FOOD:B+,s0203
S0203/0087,F,41,IV,CIV:E;HIST:E;GEO:F;KISW:C;ENGL:E;BIO:F;B-MATH:E;COMM:F;B-KEEPING:E,s0203
S0203/0088,F,21,II,CIV:C;HIST:C;GEO:D;KISW:B+;ENGL:B+;PHY:C;CHEM:C;BIO:B;B-MATH:D;FOOD:B+,s0203
S0203/0089,F,21,II,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:B+;BIO:B+;B-MATH:C,s0203
S0203/0090,F,18,II,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B+;PHY:B;CHEM:B+;BIO:B+;B-MATH:B+,s0203
S0203/0091,F,16,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:B;CHEM:B+;BIO:B+;B-MATH:B;FOOD:B+,s0203
S0203/0092,F,18,II,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:B+;PHY:B;CHEM:B+;BIO:B;B-MATH:C;FOOD:B+,s0203
S0203/0093,F,14,I,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:A;FOOD:B+,s0203
S0203/0094,F,40,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0203
S0203/0095,F,17,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:B;CHEM:B+;BIO:B+;B-MATH:C,s0203
S0203/0096,F,12,I,CIV:C;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:A;B-MATH:A;FOOD:B+,s0203
S0203/0097,F,28,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:B;PHY:D;CHEM:D;BIO:B;B-MATH:D,s0203
S0203/0098,F,11,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:A;PHY:B+;CHEM:B+;BIO:A;B-MATH:A;FOOD:B+,s0203
S0203/0099,F,16,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:A;PHY:C;CHEM:B;BIO:B+;B-MATH:C;FOOD:B+,s0203
S0203/0100,F,22,II,CIV:C;HIST:D;GEO:B;KISW:B;ENGL:B+;BIO:B;B-MATH:B;COMM:D;B-KEEPING:C,s0203
S0203/0101,F,17,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:B;FOOD:B+,s0203
S0203/0102,F,28,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:C;COMM:C;B-KEEPING:C,s0203
S0203/0103,F,26,III,CIV:C;HIST:C;GEO:D;KISW:B+;ENGL:B+;BIO:C;B-MATH:F;COMM:D;B-KEEPING:D,s0203
S0204/0001,F,23,II,CIV:B;HIST:C;GEO:B;KISW:B+;ENGL:B;PHY:D;CHEM:D;BIO:B;B-MATH:D,s0204
S0204/0002,F,34,IV,CIV:D;HIST:D;GEO:E;KISW:C;ENGL:B+;BIO:D;B-MATH:F,s0204
S0204/0003,F,24,II,CIV:B;HIST:C;GEO:D;KISW:B+;ENGL:B;PHY:D;CHEM:D;BIO:B;B-MATH:C,s0204
S0204/0004,F,46,0,CIV:E;HIST:F;GEO:F;KISW:E;ENGL:E;BIO:F;B-MATH:F,s0204
S0204/0005,F,26,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;PHY:D;CHEM:D;BIO:C;B-MATH:D;FOOD:B,s0204
S0204/0006,F,*E,*E,,s0204
S0204/0007,F,23,II,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:D;CHEM:C;BIO:C;B-MATH:B+,s0204
S0204/0008,F,39,IV,CIV:D;HIST:E;GEO:E;KISW:D;ENGL:C;BIO:E;B-MATH:F,s0204
S0204/0009,F,31,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:B;PHY:E;CHEM:E;BIO:C;B-MATH:F,s0204
S0204/0010,F,46,0,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:E;ENGL:E;BIO:F;B-MATH:F;FOOD:E,s0204
S0204/0011,F,12,I,CIV:B;HIST:C;GEO:B;E-D-KIISLAMU:B+;KISW:A;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:A,s0204
S0204/0012,F,16,I,CIV:B;HIST:B;GEO:B+;E-D-KIISLAMU:D;KISW:B+;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:B+,s0204
S0204/0013,F,38,IV,CIV:E;HIST:E;GEO:F;E-D-KIISLAMU:B;F.ART:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0204
S0204/0014,F,19,II,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B+;BIO:B;B-MATH:B+;FOOD:B;TEXTILE:C,s0204
S0204/0015,F,36,IV,CIV:D;HIST:E;GEO:E;E-D-KIISLAMU:E;KISW:B;ENGL:D;BIO:E;B-MATH:E;COMM:F;B-KEEPING:D,s0204
S0204/0016,F,29,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:B;BIO:D;B-MATH:E;COMM:D;B-KEEPING:D,s0204
S0204/0017,F,45,0,CIV:F;HIST:F;GEO:F;F.ART:E;KISW:D;ENGL:E;BIO:F;B-MATH:F,s0204
S0204/0018,F,35,IV,CIV:D;HIST:E;GEO:D;B-KNOWL:F;KISW:C;ENGL:C;BIO:D;B-MATH:E;COMM:E;B-KEEPING:E,s0204
S0204/0019,F,37,IV,CIV:E;HIST:E;GEO:E;KISW:D;ENGL:C;BIO:E;B-MATH:F;FOOD:C,s0204
S0204/0020,F,23,II,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0204
S0204/0021,F,29,III,CIV:C;HIST:E;GEO:D;E-D-KIISLAMU:E;KISW:B+;ENGL:B;PHY:D;CHEM:E;BIO:D;B-MATH:D,s0204
S0204/0022,F,29,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:D;BIO:C;B-MATH:C;COMM:D;B-KEEPING:D,s0204
S0204/0023,F,28,III,CIV:C;HIST:C;GEO:D;E-D-KIISLAMU:E;F.ART:C;KISW:B;ENGL:B;BIO:D;B-MATH:F,s0204
S0204/0024,F,15,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:C;CHEM:B+;BIO:B+;B-MATH:A,s0204
S0204/0025,F,22,II,CIV:B+;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0204
S0204/0026,F,11,I,CIV:B;HIST:B+;GEO:B;KISW:B+;ENGL:A;PHY:B+;CHEM:B+;BIO:A;B-MATH:A,s0204
