CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0159/0037,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:B;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0159
S0159/0038,M,23,III,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0159
S0159/0039,M,21,II,CIV:D;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0159
S0159/0040,M,19,II,CIV:D;HIST:C;GEO:C;B-KNOWL:B;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0159
S0159/0041,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0159
S0159/0042,M,24,III,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0159
S0159/0043,M,19,II,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0159
S0159/0044,M,19,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:B,s0159
S0159/0045,M,18,II,CIV:C;HIST:C;GEO:B;B-KNOWL:C;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0159
S0159/0046,M,21,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0159
S0159/0047,M,15,I,CIV:C;HIST:C;GEO:C;B-KNOWL:B;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0159
S0159/0048,M,24,III,CIV:D;HIST:F;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0159
S0159/0049,M,17,I,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0159
S0159/0050,M,20,II,CIV:C;HIST:D;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0159
S0159/0051,M,22,III,CIV:C;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0159
S0159/0052,M,22,III,CIV:C;HIST:D;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0159
S0159/0053,M,17,I,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:B;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0159
S0159/0054,M,20,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0159
S0159/0055,M,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:F;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0159
S0159/0056,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0159
S0159/0057,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:B;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0159
S0159/0058,M,23,III,CIV:D;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0159
S0159/0059,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0159
S0159/0060,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0159
S0159/0061,M,17,I,CIV:C;HIST:C;GEO:C;B-KNOWL:B;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0159
S0159/0062,M,22,III,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;CHEM:D;BIO:C;B-MATH:F,s0159
S0159/0063,M,17,I,CIV:C;HIST:C;GEO:C;B-KNOWL:B;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0159
S0159/0064,M,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0159
S0165/0001,M,22,III,CIV:C;HIST:C;GEO:D;B-KNOWL:C;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0165
S0165/0002,M,24,III,CIV:C;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0003,M,23,III,CIV:C;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;CHEM:C;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0004,M,25,III,CIV:D;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:D;CHEM:D;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0005,M,18,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0165
S0165/0006,M,23,III,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:D;CHEM:C;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0007,M,26,IV,CIV:D;HIST:C;GEO:D;B-KNOWL:F;KISW:F;ENGL:D;CHEM:D;BIO:C;AGRI:D;B-MATH:F,s0165
S0165/0008,M,21,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0165
S0165/0009,M,23,III,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0010,M,21,II,CIV:B;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:C,s0165
S0165/0011,M,13,I,CIV:B;HIST:B;GEO:B;B-KNOWL:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:A,s0165
S0165/0012,M,20,II,CIV:C;HIST:B;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;CHEM:C;BIO:C;AGRI:D;B-MATH:C,s0165
S0165/0013,M,19,II,CIV:B;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0165
S0165/0014,M,30,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:F;ENGL:D;CHEM:D;BIO:D;AGRI:F;B-MATH:F,s0165
S0165/0015,M,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:C;B-MATH:D,s0165
S0165/0016,M,20,II,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:B,s0165
S0165/0017,M,20,II,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0165
S0165/0018,M,20,II,CIV:C;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0165
S0165/0019,M,24,III,CIV:D;HIST:C;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0165
S0165/0020,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:B,s0165
S0165/0021,M,18,II,CIV:B;HIST:B;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0165
S0165/0022,M,19,II,CIV:D;HIST:B;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;CHEM:C;BIO:B;AGRI:D;B-MATH:C,s0165
S0165/0023,M,21,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0165
S0165/0024,M,22,III,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;CHEM:D;BIO:B;AGRI:D;B-MATH:D,s0165
S0165/0025,M,21,II,CIV:C;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;CHEM:C;BIO:C;AGRI:D;B-MATH:C,s0165
S0165/0026,M,18,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0165
S0165/0027,M,15,I,CIV:C;HIST:B;GEO:B;B-KNOWL:C;KISW:D;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0165
S0165/0028,M,27,IV,CIV:C;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;CHEM:D;BIO:D;AGRI:F;B-MATH:F,s0165
S0165/0029,M,22,III,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:C,s0165
S0165/0030,M,16,I,CIV:C;HIST:C;GEO:B;B-KNOWL:B;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0165
S0165/0031,M,26,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0032,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;CHEM:C;BIO:C;AGRI:D;B-MATH:B,s0165
S0165/0033,M,25,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0034,M,23,III,CIV:C;HIST:C;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:B;B-MATH:D,s0165
S0165/0035,M,21,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0165
S0165/0036,M,23,III,CIV:C;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0165
S0165/0037,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:D,s0165
S0165/0038,M,23,III,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;CHEM:D;BIO:C;AGRI:D;B-MATH:D,s0165
S0165/0039,M,15,I,CIV:B;HIST:B;GEO:C;B-KNOWL:B;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0165
S0165/0040,M,20,II,CIV:C;HIST:B;GEO:C;B-KNOWL:C;KISW:D;ENGL:D;CHEM:C;BIO:C;AGRI:D;B-MATH:C,s0165
S0166/0001,F,-,ABS,CIV:X;HIST:X;GEO:X;E-D-KIISLAMU:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0166
S0166/0002,F,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0166
S0166/0003,F,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0166
S0166/0004,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0166
S0166/0005,F,29,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0166
S0166/0006,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0166
S0166/0007,M,33,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC;LANGUAGE:C;BIO:F;B-MATH:F,s0166
S0166/0008,M,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0166
S0166/0009,M,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0166
S0166/0010,M,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0166
S0166/0011,M,34,FLD,CIV:F;HIST:D;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0166
S0167/0001,F,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;CHEM:C;BIO:D;B-MATH:D,s0167
S0167/0002,F,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0167
S0167/0003,F,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0167
S0167/0004,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:D;ENGL:B;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0005,F,25,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;CHEM:C;BIO:D;B-MATH:F,s0167
S0167/0006,F,23,III,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0007,F,25,III,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0167
S0167/0008,F,32,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:F;ENGL:D;BIO:F;B-MATH:F,s0167
S0167/0009,F,22,III,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0010,F,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0011,F,24,III,CIV:D;HIST:C;GEO:C;B-KNOWL:F;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0012,F,32,IV,CIV:F;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0167
S0167/0013,F,16,I,CIV:C;HIST:B;GEO:C;B-KNOWL:B;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0167
S0167/0014,F,28,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:D;KISW:C;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0015,F,26,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0016,F,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:D;ENGL:C;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0017,F,23,III,CIV:C;HIST:C;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0018,F,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0167
S0167/0019,F,31,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0167
S0167/0020,F,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:B;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0021,F,29,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0167
S0167/0022,F,23,III,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:C,s0167
S0167/0023,F,30,IV,CIV:D;HIST:D;GEO:F;B-KNOWL:F;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0167
S0167/0024,F,21,II,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0025,F,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0026,F,22,III,CIV:C;HIST:C;GEO:C;B-KNOWL:F;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:D,s0167
S0167/0027,F,31,IV,CIV:D;HIST:D;GEO:F;B-KNOWL:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0167
S0167/0028,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0167
S0167/0029,F,27,IV,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0030,F,31,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0167
S0167/0031,M,22,III,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0032,M,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0033,M,24,III,CIV:C;HIST:C;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0167
S0167/0034,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0167
S0167/0035,M,26,IV,CIV:D;HIST:D;GEO:C;B-KNOWL:F;KISW:C;ENGL:D;BIO:C;B-MATH:F,s0167
S0167/0036,M,25,III,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;BIO:D;B-MATH:D,s0167
S0167/0037,M,22,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:B,s0167
S0167/0038,M,23,III,CIV:C;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0167
S0167/0040,M,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0167
S0167/0041,M,23,III,CIV:D;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0167
S0167/0042,M,22,III,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0167
S0167/0043,M,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0044,M,19,II,CIV:C;HIST:B;GEO:D;B-KNOWL:D;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0045,M,20,II,CIV:C;HIST:C;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0167
S0167/0046,M,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0167
S0167/0047,M,23,III,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0048,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0049,M,22,III,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0050,M,27,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:F;PHY:D;CHEM:C;BIO:D;B-MATH:D,s0167
S0167/0051,M,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0167
S0167/0052,M,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;BIO:C;B-MATH:F,s0167
S0167/0053,M,25,III,CIV:D;HIST:C;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0167
S0167/0054,M,29,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:F;CHEM:D;BIO:D;B-MATH:D,s0167
S0167/0055,M,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0167
S0167/0056,M,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0057,M,20,II,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0167
S0167/0058,M,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0167
S0167/0059,M,21,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0060,M,17,I,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0167
S0167/0061,M,21,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0062,M,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;BIO:D;B-MATH:C,s0167
S0167/0063,M,26,IV,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;BIO:D;B-MATH:D,s0167
S0167/0064,M,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0167
S0167/0065,M,20,II,CIV:C;HIST:B;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0066,M,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0167
S0167/0067,M,27,IV,CIV:C;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;BIO:D;B-MATH:D,s0167
S0167/0068,M,30,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0167
S0167/0069,M,25,III,CIV:D;HIST:F;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0167
S0167/0070,M,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0071,M,23,III,CIV:D;HIST:C;GEO:D;B-KNOWL:C;KISW:D;ENGL:C;CHEM:C;BIO:C;B-MATH:F,s0167
S0167/0072,M,23,III,CIV:C;HIST:D;GEO:D;B-KNOWL:F;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0073,M,20,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0074,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:D,s0167
S0167/0075,M,23,III,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0076,M,23,III,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:D;BIO:C;B-MATH:D,s0167
S0167/0077,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0167
S0167/0078,M,20,II,CIV:D;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0167
S0167/0079,M,19,II,CIV:D;HIST:C;GEO:C;B-KNOWL:B;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0167
S0167/0080,M,27,IV,CIV:D;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0167
S0167/0081,M,23,III,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0082,M,34,FLD,CIV:F;HIST:F;GEO:F;B-KNOWL:F;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0167
S0167/0083,M,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0084,M,26,IV,CIV:D;HIST:C;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0167
S0167/0085,M,30,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:D;B-MATH:D,s0167
S0167/0086,M,21,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0167
S0167/0087,M,24,III,CIV:D;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0167
S0167/0088,M,19,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0167
S0167/0089,M,21,II,CIV:C;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0167
S0167/0090,M,15,I,CIV:C;HIST:B;GEO:C;B-KNOWL:B;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0167
S0168/0001,M,20,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:B;B-MATH:D,s0168
